datetime_raw,outdoor_c,occupied,facility_j,kwh,cumulative_kwh,demand_kw,SPACE1-1,SPACE2-1,SPACE3-1,SPACE4-1,SPACE5-1,mean_zone_c,heating_sp,cooling_sp,step
 07/01  06:45:00,16.1,False,1935907.8319450484,0.5377521755402912,4.462261829377649,2.151008702161165,19.8127040480156,19.68473562786933,20.18976282029355,19.437681041432636,20.172873750551936,19.859551457632612,18.0,27.0,27
 07/01  07:00:00,16.1,False,1933808.563257584,0.5371690453493289,4.999430874726978,2.1486761813973154,19.83176833334221,19.737318526457543,20.255040277243943,19.46518425569232,20.16318488344752,19.890499255236705,18.0,27.0,28
 07/01  07:15:00,16.25,False,1953506.3692063824,0.542640658112884,5.542071532839862,2.170562632451536,19.85193740980553,19.781510768837933,20.315918511715093,19.486099109132763,20.156252830566636,19.918343726011592,18.0,27.0,29
 07/01  07:30:00,16.4,False,1976499.5090096311,0.5490276413915641,6.091099174231426,2.1961105655662565,19.87447521562867,19.82840895358612,20.37647772631114,19.511025477037155,20.14494156709476,19.94706578793157,18.0,27.0,30
 07/01  07:45:00,16.549999999999997,False,2001005.144266423,0.5558347622962286,6.646933936527655,2.2233390491849145,19.90707433314821,19.89130603100171,20.446520067137197,19.552298639422528,20.136293955492736,19.986698605240477,18.0,27.0,31
 07/01  08:00:00,16.7,False,2026213.5296639567,0.5628370915733213,7.209771028100977,2.251348366293285,19.949424340377465,19.96766467289344,20.52532273802034,19.60740142306138,20.133779642904088,20.03671856345134,18.0,27.0,32
 07/01  08:15:00,16.825,True,9487271.236806722,2.6353531213352004,9.845124149436177,10.541412485340802,20.81973194069068,20.82341994805156,21.427028746123987,20.44318111545775,21.08144239409356,20.918960828883506,20.0,25.0,33
 07/01  08:30:00,16.95,True,9516134.38649813,2.6433706629161473,12.488494812352325,10.57348265166459,21.44456143209998,21.36369044173244,22.14745170594012,20.93144238049977,21.85908342597145,21.549245877248755,20.0,24.5,34
 07/01  08:45:00,17.075,True,9530566.943578113,2.6473797065494757,15.135874518901801,10.589518826197903,21.898256625280883,21.763203592268503,22.66758014940983,21.278761621354757,22.394912042389294,22.000542806140654,20.0,24.5,35
 07/01  09:00:00,17.2,True,9554719.518741263,2.654088755205906,17.789963274107706,10.616355020823624,22.264243337190248,22.100431601319663,23.084899504140928,21.578342745023598,22.77609914745313,22.36080326702551,20.0,24.5,36
 07/01  09:15:00,17.349999999999998,True,12178168.991679152,3.3828247199108756,21.17278799401858,13.531298879643503,22.84868177240745,22.65664848942377,23.698545003254964,22.11590257483973,23.35055565810156,22.93406669960549,20.0,24.5,37
 07/01  09:30:00,17.5,True,12200678.918842018,3.389077477456116,24.561865471474697,13.556309909824463,23.29556885732041,23.077255829266385,24.173507095743467,22.517437722723223,23.81432884110269,23.375619669231238,20.0,24.5,38
 07/01  09:45:00,17.650000000000002,True,12245996.22994417,3.4016656194289356,27.963531090903633,13.606662477715743,23.6594802005811,23.415039494874456,24.49194870343691,22.83906706207184,24.175473299321887,23.716201752057238,20.0,24.5,39
 07/01  10:00:00,17.8,True,12303397.76186345,3.4176104894065134,31.381141580310146,13.670441957626053,23.918761480106703,23.681135008386228,24.498671351481114,23.091163295456,24.40954232988929,23.919854693063865,20.0,24.5,40
 07/01  10:15:00,17.925,True,12786963.912232112,3.5519344200644754,34.93307600037462,14.207737680257901,24.164489196686013,23.935943049033277,24.498686142896343,23.33629525471867,24.497709445804677,24.086624617827795,20.0,24.5,41
 07/01  10:30:00,18.05,True,12925017.077870227,3.5902825216306185,38.52335852200524,14.361130086522474,24.38902637855116,24.17053109310801,24.49861290791548,23.56227307297897,24.498886579886623,24.22386600648805,20.0,24.5,42
 07/01  10:45:00,18.175,True,13071700.039512798,3.631027788753555,42.154386310758795,14.52411115501422,24.493994327350165,24.358964086188266,24.497900304428683,23.75213261536966,24.498327349356742,24.320263736538703,20.0,24.5,43
 07/01  11:00:00,18.3,True,13203402.01034332,3.667611669539811,45.821997980298605,14.670446678159244,24.49780219139757,24.483290168395524,24.49779791632784,23.909699251888423,24.49814588445186,24.377347082492243,20.0,24.5,44
 07/01  11:15:00,18.3,True,12830515.982269192,3.5640322172969974,49.3860301975956,14.25612886918799,24.498188394249887,24.496654267660613,24.497980742526234,23.961548703030992,24.49830555232538,24.39053553195862,20.0,24.5,45
 07/01  11:30:00,18.3,True,12897407.26509924,3.5826131291942334,52.96864332678984,14.330452516776933,24.498139541892225,24.49807765711973,24.4980428137102,24.01016139803831,24.49826692280594,24.40053766671328,20.0,24.5,46
 07/01  11:45:00,18.3,True,12956804.08264313,3.599112245178647,56.56775557196848,14.396448980714588,24.498135082068565,24.498262788200236,24.498128416174303,24.087296661382737,24.498259926384375,24.416016574842043,20.0,24.5,47
 07/01  12:00:00,18.3,True,13009128.06509506,3.6136466847486273,60.181402256717114,14.454586738994509,24.49815749159664,24.49832747464117,24.49820058470478,24.17162237170946,24.498270377861225,24.43291566010266,20.0,24.5,48
 07/01  12:15:00,18.450000000000003,True,11763385.132077284,3.2676069811325785,63.449009237849694,13.070427924530314,24.498560177811733,24.472904238456987,24.49854181491919,24.0841342574188,24.49840366538829,24.410508830799,20.0,24.5,49
 07/01  12:30:00,18.6,True,11772927.718836203,3.2702576996767228,66.71926693752641,13.081030798706891,24.49863704687173,24.449025924216777,24.49864500594316,24.016272536812306,24.49881427744593,24.392278958257982,20.0,24.5,50
 07/01  12:45:00,18.75,True,11789941.506687203,3.2749837518575564,69.99425068938397,13.099935007430226,24.49875565125055,24.432141935676004,24.498808277818984,24.01263220295129,24.498888961046674,24.3882454057487,20.0,24.5,51
 07/01  13:00:00,18.9,True,11800735.40329813,3.2779820564717026,73.27223274585567,13.11192822588681,24.49886896980888,24.420148588777877,24.498954971133845,24.034717516532737,24.498658309466578,24.390269671143983,20.0,24.5,52
 07/01  13:15:00,18.625,True,12699372.193232425,3.5276033870090067,76.79983613286468,14.110413548036027,24.498703520451084,24.49022116128335,24.498863365162755,24.21565942912924,24.498279105963935,24.44034531639807,20.0,24.5,53
 07/01  13:30:00,18.35,True,12693620.808206836,3.5260057800574542,80.32584191292214,14.104023120229817,24.49872466011674,24.49793690383933,24.4988584023539,24.355033447966747,24.4982850397864,24.469767690812624,20.0,24.5,54
 07/01  13:45:00,18.075000000000003,True,12678120.091592144,3.521700025442262,83.8475419383644,14.086800101769049,24.4986762907226,24.498712864038367,24.49875594544824,24.418921431117774,24.498255598562444,24.482664425977884,20.0,24.5,55
 07/01  14:00:00,17.8,True,12667800.573844532,3.5188334927345917,87.36637543109899,14.075333970938367,24.49861968009714,24.498691249626024,24.49865422908928,24.451423206705435,24.498218930197663,24.489121459143107,20.0,24.5,56
 07/01  14:15:00,17.8,True,12977643.22681471,3.604900896337419,90.97127632743641,14.419603585349677,24.49850349770005,24.49856765928458,24.49852480455047,24.493034305844294,24.498098960119293,24.497345845499737,20.0,24.5,57
 07/01  14:30:00,17.8,True,13020566.476275094,3.6168240211875258,94.58810034862394,14.467296084750103,24.498410602175685,24.49845591381898,24.49841619992271,24.497761923793416,24.49802103074977,24.49821313409211,20.0,24.5,58
 07/01  14:45:00,17.8,True,13007900.858178446,3.613305793938457,98.20140614256239,14.453223175753829,24.49836289439307,24.498398531173677,24.498361625730773,24.498290808740027,24.49794510354473,24.49827179271646,20.0,24.5,59
 07/01  15:00:00,17.8,True,12972536.537683245,3.603482371578679,101.80488851414107,14.413929486314716,24.49834876231007,24.49838483336484,24.49835002210267,24.483627721840115,24.49788509272964,24.495319286469464,20.0,24.5,60
 07/01  15:15:00,17.375,True,12340078.612471009,3.42779961457528,105.23268812871635,13.71119845830112,24.49849320130689,24.41049908617473,24.498478233274906,24.33847708514952,24.498008789305217,24.448791279042254,20.0,24.5,61
 07/01  15:30:00,16.950000000000003,True,12227001.351475202,3.396389264298667,108.62907739301501,13.585557057194668,24.498533475668197,24.25537909466886,24.49851885624182,24.13658772879911,24.497974786301256,24.37739878833585,20.0,24.5,62
 07/01  15:45:00,16.525000000000002,True,12140171.755259018,3.3722699320163936,112.0013473250314,13.489079728065574,24.498529338525906,24.109910716349823,24.49850604617339,23.97077322821818,24.497936585221137,24.315131182897687,20.0,24.5,63
 07/01  16:00:00,16.1,True,12057121.834554248,3.349200509598402,115.35054783462981,13.396802038393608,24.49852260321543,23.98860222370879,24.4984884991263,23.841767203202124,24.4979072054066,24.26505754693185,20.0,24.5,64
 07/01  16:15:00,15.975,True,10995967.215905588,3.054435337751552,118.40498317238136,12.217741351006207,24.36833273661724,23.78209198625281,24.498684518890997,23.63170087203956,24.49822876557094,24.155807775874308,20.0,24.5,65
 07/01  16:30:00,15.85,True,10956222.320628878,3.043395089063577,121.44837826144494,12.173580356254307,24.230218719823583,23.60360577802222,24.498649233428253,23.450389246121212,24.49818634386289,24.056209864251635,20.0,24.5,66
 07/01  16:45:00,15.725,True,10929276.298823535,3.0359100830065375,124.48428834445149,12.14364033202615,24.134661951845693,23.480427446575444,24.498611715681182,23.32810377661173,24.498129617222016,23.987986901587213,20.0,24.5,67
 07/01  17:00:00,15.6,True,10911388.537375994,3.0309412603822206,127.5152296048337,12.123765041528882,24.06362234407584,23.383006187444995,24.474359520906543,23.236833115542428,24.49807648221737,23.931179530037433,20.0,24.5,68
 07/01  17:15:00,15.725,True,10928208.88424236,3.0356135789562106,130.5508431837899,12.142454315824843,24.004235856048115,23.29689235715476,24.428978971538708,23.16289312479938,24.498034297616734,23.87820692143154,20.0,24.5,69
 07/01  17:30:00,15.85,True,10947210.75505588,3.040891876404411,133.5917350601943,12.163567505617644,23.951758860043824,23.219056819033963,24.3776998561539,23.1053662063742,24.49800255643448,23.830376859608073,20.0,24.5,70
 07/01  17:45:00,15.975,True,10965873.12405122,3.0460758677920055,136.63781092798632,12.184303471168022,23.898409846750983,23.13974277607588,24.31818783957586,23.042683801640603,24.497978351146596,23.779400523037985,20.0,24.5,71
 07/01  18:00:00,16.1,True,10984048.511016307,3.0511245863934184,139.68893551437975,12.204498345573674,23.84295574374004,23.05738847341024,24.250090574266927,22.96975083990685,24.4979606127588,23.72362924881657,20.0,24.5,72
 07/01  18:15:00,16.1,True,7260911.863199222,2.0169199619997835,141.70585547637953,8.067679847999134,23.36110069170761,22.57101832990933,23.753507724519984,22.49186111554253,24.243883364089054,23.284274245153703,20.0,24.5,73
 07/01  18:30:00,16.1,True,7241437.624551684,2.0115104512643565,143.71736592764387,8.046041805057426,22.908765560138296,22.152085039854505,23.27571033104073,22.083391586926844,23.93657485673953,22.87130547493998,20.0,24.5,74
 07/01  18:45:00,16.1,True,7235480.806842663,2.0098557796785173,145.72722170732237,8.039423118714069,22.65680541153125,21.910464584828095,22.99541715283195,21.87693786095468,23.735255094208306,22.63497602087086,20.0,24.5,75
 07/01  19:00:00,16.1,True,7230640.328174144,2.0085112022705953,147.73573290959297,8.034044809082381,22.50567325863452,21.743426182939903,22.816852025729705,21.75426569848273,23.61347347064436,22.486738127286245,20.0,24.5,76
 07/01  19:15:00,16.1,False,4522062.317187923,1.2561284214410897,148.99186133103404,5.024513685764359,22.050008962809063,21.340499053444823,22.337991305537287,21.358639478167945,23.167480708523883,22.0509239016966,19.0,26.0,77
 07/01  19:30:00,16.1,False,4511709.08644216,1.2532525240117112,150.24511385504576,5.013010096046845,21.593654032741256,21.00375617568972,21.845684657668336,20.985554394668466,22.65892323400186,21.617514498953927,19.0,26.0,78
 07/01  19:45:00,16.1,False,4480975.872628253,1.2447155201745146,151.48982937522027,4.978862080698058,21.358743343130666,20.799252025021715,21.554721823058436,20.75176013647752,22.37475315529297,21.367846096596264,19.0,26.0,79
 07/01  20:00:00,16.1,False,4468220.669610691,1.241172408225192,152.73100178344546,4.964689632900768,21.192280169747207,20.62405777191642,21.353040428215245,20.560337276238428,22.169472648725684,21.179837658968598,19.0,26.0,80
 07/01  20:15:00,16.1,False,1440000.0,0.39999999999999997,153.13100178344547,1.5999999999999999,21.338937360566028,21.081945547662865,21.469929900770563,21.077168354308487,22.173305734587863,21.42825737957916,19.0,26.0,81
 07/01  20:30:00,16.1,False,1440000.0,0.39999999999999997,153.53100178344548,1.5999999999999999,21.48811932452012,21.409387585216397,21.6049177204722,21.43968985159348,22.24018395222685,21.636459686805814,18.0,27.0,82
 07/01  20:45:00,16.1,False,1440000.0,0.39999999999999997,153.93100178344548,1.5999999999999999,21.50220219588038,21.4685151078402,21.60907995048857,21.50374401088116,22.241511224254342,21.66501049786893,18.0,27.0,83
 07/01  21:00:00,16.1,False,1440000.0,0.39999999999999997,154.3310017834455,1.5999999999999999,21.44017925465667,21.41804389539543,21.536462878967377,21.44876304032256,22.183119627540467,21.605313739376502,18.0,27.0,84
 07/01  21:15:00,16.375,False,427500.0,0.11875,154.4497517834455,0.475,21.34970069782358,21.344704944536915,21.43463638674924,21.37193273042659,22.078100422701333,21.51581503644753,18.0,27.0,85
 07/01  21:30:00,16.65,False,427500.0,0.11875,154.5685017834455,0.475,21.230668848462244,21.24669424532904,21.304717588240937,21.271872270869427,21.940904569068465,21.39897150439402,18.0,27.0,86
 07/01  21:45:00,16.924999999999997,False,427500.0,0.11875,154.6872517834455,0.475,21.133829259087303,21.165606307631386,21.198154956157264,21.18876502744449,21.79915609474144,21.297102329012375,18.0,27.0,87
 07/01  22:00:00,17.2,False,427500.0,0.11875,154.8060017834455,0.475,21.065904842275295,21.10549063457506,21.121720592032396,21.126329044038982,21.682774112195258,21.220443845023397,18.0,27.0,88
 07/01  22:15:00,17.2,False,427500.0,0.11875,154.92475178344552,0.475,21.007329701438927,21.050930798597,21.055931976706717,21.069422608509637,21.591919834495297,21.155106983949516,18.0,27.0,89
 07/01  22:30:00,17.2,False,427500.0,0.11875,155.04350178344552,0.475,20.949825970461404,20.996588511460715,20.992412163307264,21.01290148790705,21.516245313570376,21.093594689341366,18.0,27.0,90
 07/01  22:45:00,17.2,False,427500.0,0.11875,155.16225178344553,0.475,20.894595751345364,20.944362900783204,20.932122379885968,20.95871554932322,21.44869033106164,21.035697382479878,18.0,27.0,91
 07/01  23:00:00,17.2,False,427500.0,0.11875,155.28100178344553,0.475,20.84369288850668,20.895703606361824,20.87673162036567,20.90812854496132,21.386870800756174,20.98222549219033,18.0,27.0,92
 07/01  23:15:00,17.2,False,427500.0,0.11875,155.39975178344554,0.475,20.79726860741637,20.850611103575314,20.826468733760688,20.86144117797872,21.330325865698885,20.933223097685996,18.0,27.0,93
 07/01  23:30:00,17.2,False,427500.0,0.11875,155.51850178344554,0.475,20.754756072393185,20.80872683808329,20.78063629425437,20.81821768236184,21.27884629590305,20.88823663659915,18.0,27.0,94
 07/01  23:45:00,17.2,False,427500.0,0.11875,155.63725178344555,0.475,20.72066058317569,20.769640920427527,20.73846806038207,20.777942572658063,21.231832987900056,20.84770902490868,18.0,27.0,95
 07/01  24:00:00,17.2,False,427500.0,0.11875,155.75600178344556,0.475,20.69121502233048,20.733109404722946,20.706422908268877,20.740343653078853,21.188677431141542,20.811953683908538,18.0,27.0,96
 07/02  00:15:00,17.2,False,427500.0,0.11875,155.87475178344556,0.475,20.663939808059943,20.698983194538947,20.678396367863822,20.70527360995046,21.14893281189781,20.779105158462194,18.0,27.0,97
 07/02  00:30:00,17.2,False,427500.0,0.11875,155.99350178344557,0.475,20.638476520256503,20.67294389921229,20.65166638452563,20.67813504654633,21.11227704930585,20.750699779969317,18.0,27.0,98
 07/02  00:45:00,17.2,False,427500.0,0.11875,156.11225178344557,0.475,20.614929694362612,20.649823929906248,20.62648872519388,20.654171628637695,21.0813990118204,20.725362597984166,18.0,27.0,99
 07/02  01:00:00,17.2,False,427500.0,0.11875,156.23100178344558,0.475,20.593214102579623,20.62756253048816,20.603278560931752,20.63131143813294,21.05037645491304,20.701148617409103,18.0,27.0,100
 07/02  01:15:00,17.2,False,427500.0,0.11875,156.34975178344558,0.475,20.573047669676587,20.606455893183508,20.581876279708727,20.609719407006057,21.021222338691093,20.67846431765319,18.0,27.0,101
 07/02  01:30:00,17.2,False,427500.0,0.11875,156.4685017834456,0.475,20.554264952446765,20.586838862896126,20.56204243871897,20.589674926842143,20.993650628461232,20.657294361873046,18.0,27.0,102
 07/02  01:45:00,17.2,False,427500.0,0.11875,156.5872517834456,0.475,20.536759479261026,20.568623337910243,20.54360886663854,20.571084812376377,20.967415907415152,20.637498480720268,18.0,27.0,103
 07/02  02:00:00,17.2,False,427500.0,0.11875,156.7060017834456,0.475,20.52051393635733,20.551704780412727,20.526537730434185,20.55384337561209,20.942662271357843,20.619052418834833,18.0,27.0,104
 07/02  02:15:00,17.2,False,427500.0,0.11875,156.8247517834456,0.475,20.50536274410629,20.53589011450488,20.510655764539923,20.5377504484431,20.92032512728212,20.60199683977526,18.0,27.0,105
 07/02  02:30:00,17.2,False,427500.0,0.11875,156.9435017834456,0.475,20.491379619562768,20.52125269108139,20.496023396573463,20.522871886147048,20.899592326923337,20.586223984057604,18.0,27.0,106
 07/02  02:45:00,17.2,False,427500.0,0.11875,157.06225178344562,0.475,20.47846511559252,20.507698873420857,20.48253168606553,20.50910851877669,20.880043579241203,20.57156955461936,18.0,27.0,107
 07/02  03:00:00,17.2,False,427500.0,0.11875,157.18100178344562,0.475,20.466452345077567,20.49506852360512,20.47000598729839,20.496296002293835,20.861539022113213,20.557872376077626,18.0,27.0,108
 07/02  03:15:00,17.2,False,427500.0,0.11875,157.29975178344563,0.475,20.45502775813927,20.4831733370573,20.458175393920733,20.48424238798095,20.844024806813128,20.544928736782275,18.0,27.0,109
 07/02  03:30:00,17.2,False,427500.0,0.11875,157.41850178344563,0.475,20.444107671872818,20.47193662490554,20.446952108794463,20.472867820564243,20.82746201159224,20.53266524754586,18.0,27.0,110
 07/02  03:45:00,17.2,False,427500.0,0.11875,157.53725178344564,0.475,20.433817680593304,20.461426344543565,20.436432564944717,20.462237728790196,20.81189524555958,20.521161912886274,18.0,27.0,111
 07/02  04:00:00,17.2,False,427500.0,0.11875,157.65600178344565,0.475,20.424079478223945,20.45152286899817,20.426518361618303,20.452229936888155,20.797189991212377,20.510308127388193,18.0,27.0,112
 07/02  04:15:00,17.2,False,427500.0,0.11875,157.77475178344565,0.475,20.41505178279727,20.44222994727203,20.417299066056486,20.442846123525484,20.783252573661315,20.500135898662517,18.0,27.0,113
 07/02  04:30:00,17.2,False,427500.0,0.11875,157.89350178344566,0.475,20.41417974575476,20.4461940540578,20.4221477434302,20.44673080883908,20.770193635015445,20.499889197419456,18.0,27.0,114
 07/02  04:45:00,17.2,False,427500.0,0.11875,158.01225178344566,0.475,20.42272323998018,20.489876760314257,20.485561981574968,20.46555953723552,20.758875170749285,20.524519337970844,18.0,27.0,115
 07/02  05:00:00,17.2,False,427500.0,0.11875,158.13100178344567,0.475,20.43841977148928,20.55463379253733,20.57203486180033,20.49602928785646,20.75091443141001,20.562406429018683,18.0,27.0,116
 07/02  05:15:00,17.349999999999998,False,427500.0,0.11875,158.24975178344567,0.475,20.46301443884931,20.62109560192445,20.64836415319968,20.53822933375419,20.74710845888068,20.60356239732166,18.0,27.0,117
 07/02  05:30:00,17.5,False,427500.0,0.11875,158.36850178344568,0.475,20.49505937018802,20.6890402971145,20.717143184973786,20.59029470366778,20.74708956401714,20.64772542399225,18.0,27.0,118
 07/02  05:45:00,17.650000000000002,False,427500.0,0.11875,158.48725178344569,0.475,20.53536634820735,20.78734761994726,20.81665122533767,20.654438907777315,20.75037306279735,20.70883543281339,18.0,27.0,119
 07/02  06:00:00,17.8,False,427500.0,0.11875,158.6060017834457,0.475,20.58317640258291,20.911125708530168,20.94088336509357,20.74022147336164,20.757081782949527,20.786497746503564,18.0,27.0,120
 07/02  06:15:00,17.8,False,2111120.615316947,0.5864223931435963,159.1924241765893,2.3456895725743854,20.22189366718425,20.12504991902045,20.557106967786662,19.86319226767993,20.50296253029771,20.254041070393804,18.0,27.0,121
 07/02  06:30:00,17.8,False,2134814.826757712,0.5930041185438089,159.7854282951331,2.3720164741752354,20.048674077902675,19.899821645565865,20.434334762934174,19.6145758181526,20.333515237930605,20.066184308497185,18.0,27.0,122
 07/02  06:45:00,17.8,False,2133353.23484523,0.5925981207903416,160.37802641592344,2.3703924831613663,20.006256817866436,19.908000619567545,20.453526332855574,19.6055737935413,20.25125267033704,20.04492204683358,18.0,27.0,123
 07/02  07:00:00,17.8,False,2130191.617951376,0.5917198938753822,160.96974630979884,2.3668795755015286,20.015343010664296,19.95287924663216,20.51132737066695,19.624913238667727,20.22140904650894,20.065174382628015,18.0,27.0,124
 07/02  07:15:00,17.925,False,2120276.517192463,0.5889656992201285,161.55871200901896,2.355862796880514,20.03878063121734,20.0022473825998,20.57657301832256,19.64669689216818,20.20825358823081,20.09451030250774,18.0,27.0,125
 07/02  07:30:00,18.05,False,2108924.3195231785,0.5858123109786607,162.14452431999763,2.343249243914643,20.07045643598351,20.0657975088491,20.64878886703585,19.68427712031926,20.199456260543855,20.133755238546314,18.0,27.0,126
 07/02  07:45:00,18.175,False,2098495.047429198,0.5829152909525549,162.72743961095017,2.3316611638102196,20.110916383746098,20.143903376781463,20.72841951965036,19.73805546010161,20.19465004520114,20.183188957096135,18.0,27.0,127
 07/02  08:00:00,18.3,False,2088179.844306072,0.5800499567516866,163.30748956770185,2.3201998270067463,20.15930300225397,20.23187656635421,20.813572257371717,19.80270442362517,20.19481078281065,20.240453406483145,18.0,27.0,128
 07/02  08:15:00,18.575000000000003,True,9558518.807900297,2.6551441133056377,165.96263368100747,10.62057645322255,21.0341468265334,21.0951205924196,21.717248685630857,20.645625247152843,21.143223054656872,21.127072881278714,20.0,25.0,129
 07/02  08:30:00,18.85,True,9601382.67811639,2.6670507439212194,168.62968442492868,10.668202975684878,21.694326532936884,21.67264924205558,22.47495467032946,21.149650837074827,21.936530258447824,21.785622308168918,20.0,24.5,130
 07/02  08:45:00,19.125,True,9629437.508780751,2.6748437524390973,171.30452817736779,10.69937500975639,22.17208028152172,22.0916582072522,23.01588165660368,21.5261249649571,22.484664445381373,22.258081911143215,20.0,24.5,131
 07/02  09:00:00,19.4,True,9667406.281331684,2.6853906337032454,173.98991881107102,10.741562534812982,22.55415458583188,22.436451626456307,23.44207904749905,21.84413321137746,22.874746958750976,22.630313085983133,20.0,24.5,132
 07/02  09:15:00,19.55,True,12279729.412881711,3.4110359480226973,177.4009547590937,13.644143792090789,23.14437681468403,22.99106887747847,24.053869933614084,22.384914347754037,23.454088389041747,23.205663672514472,20.0,24.5,133
